Localité;;"T19M3LV [°C]";"T19M3LV [%HR]"
28/08/2022;15:15:00;22,4;49,1
28/08/2022;15:30:00;22,4;48,9
28/08/2022;15:45:00;22,4;48,4
28/08/2022;16:00:00;22,3;50,4
28/08/2022;16:15:00;22,3;50,3
28/08/2022;16:30:00;22,3;49,5
28/08/2022;16:45:00;22,7;50,3
28/08/2022;17:00:00;23,2;50,0
28/08/2022;17:15:00;23,4;50,3
28/08/2022;17:30:00;23,5;51,2
28/08/2022;17:45:00;23,6;51,9
28/08/2022;18:00:00;23,7;52,9
28/08/2022;18:15:00;23,8;53,7
28/08/2022;18:30:00;23,8;54,4
28/08/2022;18:45:00;23,8;55,0
28/08/2022;19:00:00;23,9;55,5
28/08/2022;19:15:00;23,9;55,9
28/08/2022;19:30:00;23,9;56,2
28/08/2022;19:45:00;24,0;56,5
28/08/2022;20:00:00;24,0;56,9
28/08/2022;20:15:00;24,0;57,1
28/08/2022;20:30:00;24,0;57,4
28/08/2022;20:45:00;24,1;57,7
28/08/2022;21:00:00;24,1;58,0
28/08/2022;21:15:00;24,1;58,1
28/08/2022;21:30:00;24,1;58,0
28/08/2022;21:45:00;24,2;58,2
28/08/2022;22:00:00;24,2;58,2
28/08/2022;22:15:00;24,2;58,3
28/08/2022;22:30:00;24,2;58,3
28/08/2022;22:45:00;24,2;58,4
28/08/2022;23:00:00;24,2;58,5
28/08/2022;23:15:00;24,3;58,7
28/08/2022;23:30:00;24,3;58,9
28/08/2022;23:45:00;24,3;58,9
29/08/2022;00:00:00;24,3;59,0
29/08/2022;00:15:00;24,3;58,8
29/08/2022;00:30:00;24,3;58,9
29/08/2022;00:45:00;24,4;58,9
29/08/2022;01:00:00;24,4;58,9
29/08/2022;01:15:00;24,4;58,8
29/08/2022;01:30:00;24,4;58,7
29/08/2022;01:45:00;24,4;58,6
29/08/2022;02:00:00;24,4;58,6
29/08/2022;02:15:00;24,4;58,5
29/08/2022;02:30:00;24,4;58,5
29/08/2022;02:45:00;24,5;58,4
29/08/2022;03:00:00;24,5;58,5
29/08/2022;03:15:00;24,5;58,4
29/08/2022;03:30:00;24,5;58,4
29/08/2022;03:45:00;24,5;58,4
29/08/2022;04:00:00;24,5;58,4
29/08/2022;04:15:00;24,5;58,5
29/08/2022;04:30:00;24,5;58,4
29/08/2022;04:45:00;24,5;58,4
29/08/2022;05:00:00;24,5;58,4
29/08/2022;05:15:00;24,5;58,4
29/08/2022;05:30:00;24,5;58,4
29/08/2022;05:45:00;24,5;58,5
29/08/2022;06:00:00;24,5;58,5
29/08/2022;06:15:00;24,6;58,5
29/08/2022;06:30:00;24,6;58,6
29/08/2022;06:45:00;24,6;58,6
29/08/2022;07:00:00;24,6;58,7
29/08/2022;07:15:00;24,6;58,7
29/08/2022;07:30:00;24,6;58,7
29/08/2022;07:45:00;24,6;58,7
29/08/2022;08:00:00;24,6;58,8
29/08/2022;08:15:00;23,9;55,6
29/08/2022;08:30:00;23,6;59,7
29/08/2022;08:45:00;23,8;59,1
29/08/2022;09:00:00;23,7;57,8
29/08/2022;09:15:00;23,6;55,3
29/08/2022;09:30:00;23,5;53,6
29/08/2022;09:45:00;23,7;54,6
29/08/2022;10:00:00;24,0;53,8
29/08/2022;10:15:00;23,8;52,8
29/08/2022;10:30:00;23,4;52,4
29/08/2022;10:45:00;23,2;49,9
29/08/2022;11:00:00;23,0;48,5
29/08/2022;11:15:00;23,0;50,5
29/08/2022;11:30:00;23,5;50,6
29/08/2022;11:45:00;23,7;49,6
29/08/2022;12:00:00;23,7;49,0
29/08/2022;12:15:00;23,8;49,6
29/08/2022;12:30:00;23,8;49,7
29/08/2022;12:45:00;23,8;51,2
29/08/2022;13:00:00;23,9;50,8
29/08/2022;13:15:00;24,0;51,0
29/08/2022;13:30:00;24,0;51,0
29/08/2022;13:45:00;23,9;50,7
29/08/2022;14:00:00;23,9;49,9
29/08/2022;14:15:00;23,9;48,7
29/08/2022;14:30:00;24,0;50,3
29/08/2022;14:45:00;23,9;49,2
29/08/2022;15:00:00;23,9;49,8
29/08/2022;15:15:00;24,0;51,3
29/08/2022;15:30:00;24,0;50,5
29/08/2022;15:45:00;24,0;50,7
29/08/2022;16:00:00;24,0;51,3
29/08/2022;16:15:00;24,0;50,7
29/08/2022;16:30:00;24,3;54,5
29/08/2022;16:45:00;24,1;50,1
29/08/2022;17:00:00;24,1;51,3
29/08/2022;17:15:00;24,0;50,8
29/08/2022;17:30:00;24,2;53,0
29/08/2022;17:45:00;24,1;54,9
29/08/2022;18:00:00;24,3;58,2
29/08/2022;18:15:00;24,5;60,0
29/08/2022;18:30:00;24,5;58,0
29/08/2022;18:45:00;24,3;56,2
29/08/2022;19:00:00;24,3;57,0
29/08/2022;19:15:00;24,4;56,5
29/08/2022;19:30:00;24,3;56,2
29/08/2022;19:45:00;24,3;56,0
29/08/2022;20:00:00;24,3;56,0
29/08/2022;20:15:00;24,3;56,0
29/08/2022;20:30:00;24,4;56,1
29/08/2022;20:45:00;24,4;56,1
29/08/2022;21:00:00;24,4;56,2
29/08/2022;21:15:00;24,4;56,3
29/08/2022;21:30:00;24,4;56,4
29/08/2022;21:45:00;24,4;56,4
29/08/2022;22:00:00;24,4;56,6
29/08/2022;22:15:00;24,5;56,6
29/08/2022;22:30:00;24,5;56,7
29/08/2022;22:45:00;24,5;56,8
29/08/2022;23:00:00;24,5;56,9
29/08/2022;23:15:00;24,5;57,0
29/08/2022;23:30:00;24,5;57,1
29/08/2022;23:45:00;24,5;57,1
30/08/2022;00:00:00;24,5;57,2
30/08/2022;00:15:00;24,5;57,4
30/08/2022;00:30:00;24,6;57,6
30/08/2022;00:45:00;24,6;57,6
30/08/2022;01:00:00;24,6;57,7
30/08/2022;01:15:00;24,6;57,8
30/08/2022;01:30:00;24,6;57,8
30/08/2022;01:45:00;24,6;57,9
30/08/2022;02:00:00;24,6;58,0
30/08/2022;02:15:00;24,6;58,1
30/08/2022;02:30:00;24,6;58,1
30/08/2022;02:45:00;24,6;58,1
30/08/2022;03:00:00;24,6;58,2
30/08/2022;03:15:00;24,6;58,2
30/08/2022;03:30:00;24,7;58,4
30/08/2022;03:45:00;24,7;58,3
30/08/2022;04:00:00;24,7;58,5
30/08/2022;04:15:00;24,7;58,5
30/08/2022;04:30:00;24,7;58,6
30/08/2022;04:45:00;24,7;58,8
30/08/2022;05:00:00;24,7;58,9
30/08/2022;05:15:00;24,7;58,9
30/08/2022;05:30:00;24,7;59,1
30/08/2022;05:45:00;24,7;59,3
30/08/2022;06:00:00;24,7;59,4
30/08/2022;06:15:00;24,7;59,4
30/08/2022;06:30:00;24,7;59,5
30/08/2022;06:45:00;24,7;59,4
30/08/2022;07:00:00;24,7;59,4
30/08/2022;07:15:00;24,8;59,5
30/08/2022;07:30:00;24,8;59,5
30/08/2022;07:45:00;24,3;56,9
30/08/2022;08:00:00;23,7;56,8
30/08/2022;08:15:00;23,6;53,7
30/08/2022;08:30:00;23,5;54,1
30/08/2022;08:45:00;23,4;52,2
30/08/2022;09:00:00;23,5;55,6
30/08/2022;09:15:00;23,4;50,9
30/08/2022;09:30:00;23,4;52,6
30/08/2022;09:45:00;23,3;50,3
30/08/2022;10:00:00;23,3;52,1
30/08/2022;10:15:00;23,2;53,0
30/08/2022;10:30:00;23,4;56,4
30/08/2022;10:45:00;23,3;53,6
30/08/2022;11:00:00;23,7;55,2
30/08/2022;11:15:00;23,8;56,3
30/08/2022;11:30:00;24,1;56,0
30/08/2022;11:45:00;24,3;56,0
30/08/2022;12:00:00;24,4;56,5
30/08/2022;12:15:00;24,4;56,5
30/08/2022;12:30:00;24,5;57,7
30/08/2022;12:45:00;24,6;57,8
30/08/2022;13:00:00;24,6;58,0
30/08/2022;13:15:00;24,4;58,0
30/08/2022;13:30:00;24,4;58,1
30/08/2022;13:45:00;24,4;57,4
30/08/2022;14:00:00;24,4;57,3
30/08/2022;14:15:00;24,4;57,7
30/08/2022;14:30:00;24,5;58,4
30/08/2022;14:45:00;24,3;56,2
30/08/2022;15:00:00;23,7;54,7
30/08/2022;15:15:00;23,5;55,7
30/08/2022;15:30:00;23,5;54,0
30/08/2022;15:45:00;23,4;54,6
30/08/2022;16:00:00;23,2;51,6
30/08/2022;16:15:00;23,3;52,3
30/08/2022;16:30:00;23,2;52,1
30/08/2022;16:45:00;23,2;52,4
30/08/2022;17:00:00;23,2;52,8
30/08/2022;17:15:00;23,3;52,2
30/08/2022;17:30:00;23,5;52,9
30/08/2022;17:45:00;23,9;52,8
30/08/2022;18:00:00;24,0;53,0
30/08/2022;18:15:00;24,1;53,3
30/08/2022;18:30:00;24,2;53,8
30/08/2022;18:45:00;24,3;54,0
30/08/2022;19:00:00;24,3;54,1
30/08/2022;19:15:00;24,4;54,5
30/08/2022;19:30:00;24,4;54,6
30/08/2022;19:45:00;24,4;54,9
30/08/2022;20:00:00;24,5;55,1
30/08/2022;20:15:00;24,5;55,3
30/08/2022;20:30:00;24,5;55,4
30/08/2022;20:45:00;24,5;55,5
30/08/2022;21:00:00;24,5;55,7
30/08/2022;21:15:00;24,6;55,7
30/08/2022;21:30:00;24,6;55,8
30/08/2022;21:45:00;24,6;56,1
30/08/2022;22:00:00;24,6;56,3
30/08/2022;22:15:00;24,6;56,5
30/08/2022;22:30:00;24,7;56,6
30/08/2022;22:45:00;24,7;56,8
30/08/2022;23:00:00;24,7;57,0
30/08/2022;23:15:00;24,7;57,0
30/08/2022;23:30:00;24,7;57,2
30/08/2022;23:45:00;24,7;57,3
31/08/2022;00:00:00;24,7;57,4
